Unnamed: 0,web-scraper-order,web-scraper-start-url,article,title,stance,perspective
2139,1582735059-2683,https://www.debate.org/opinions/should-abortion-be-illigal,"Since there are so many different circumstances and scenarios behind the pregnancy and the choice to abort, each should be examined individually. 

I am generally pro-choice, but I have shifted my position from being allowed to abort upon request to being allowed to abort under extenuating/appropriate/justifiable circumstances. 

All cases involving rape victims and overall health of the woman and the offspring shouldn't even be subject to debate. Pro-life and religious fanatics don't seem to care about these matters, they just want more children because they 'belong to god and we need more church members'.

In cases where health matters are not a concern, there needs to be at least some formal processes that evaluate the woman's reasons, and it should at least be consensual between both parents (that is, assuming the father didn't just walk off and wants nothing to do with the woman). I cannot rationalize it when both parents are on opposite ends of the spectrum, and a decision is made against the other parent's will (they both bear the responsibility in my opinion). 

As for cases where they're not ready for this (assuming no health concerns or conflicts among the parents decision exists), life is full of things that we didn't want or didn't want it now, but often times we have to step up and deal with it. 

I maintain my position on being pro-choice, and that it should remain legal, but I'd call for tighter regulations and criteria for qualifying, as well as provision of support services (social and financial) post-birth to ensure that the newborns are in the hands of good and suitable parents.","Shouldn't be illegal, but should have tighter regulations and criteria for qualification.",for,[2]
1525,1582733723-166,https://www.debate.org/opinions/should-abortion-be-legal,"Look, regardless of your opinion on the morality behind abortion, women will still get abortions even if it is illegal.   Much like people still consumed alcohol during Prohibition, a law can't change the attitudes or actions of an entire population.   So, if you really cared about the well-being of the unborn child, you would certainly realize that abortions are more harmful to the child if they are illegal.   With no government regulation, women would undoubtedly resort to unsafe procedures, perhaps harming herself or aborting a baby late in a pregnancy.   The only way to make sure abortion is to keep it legal and safe.   If you're against abortion, remember: your opinion affects you.   I wouldn't make eating apples illegal because I think they're gross.",Regardless of your opinion...,for,[7]
302,1582733989-649,https://www.debate.org/opinions/should-abortion-be-legal,You are Killing a baby! What if that baby was YOU. Its not the babies fault the dude couldn't pull out or wear a condom. I can see its ok if the mother is really not able to have the baby and could die if she goes through. It says in the bible to not murder. I hope when you stand infront of God someday he tells you it was okay to kill that person.,Abortion is a sick thing,against,[7]
1411,1582733723-343,https://www.debate.org/opinions/should-abortion-be-legal,"The central issue at hand is what the definition of ""person"" is, a fact that should be determined by expert medical opinion. I am of the opinion that a person is a person when they have the biological potential for cognition. This is roughly thought to occur Week 13 to Week 21. After the first trimester their is less risk of miscarriage and inducing one does carry risks. Roe v Wade has established that abortion cannot be restricted before the end of the first trimester. I agree with this, but I also believe that the courts must also establish when a person becomes a person and vest them with all the rights guaranteed under the constitution. Principles of abortion policy should reflect: 
1. The right of women to control birth.
2. The safety and health of women.
3. Define personhood and protect it.
4. Limit late-term procedures dangerous to both fetus and patient.",Legal within limits...,for,[7]
2409,1580224689-27,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Abortion is legal.   Now the question should really be, ""Should Pro Fetus groups be arrested for their constant refrain of ""Murderers, Murderers. ""   I think the answer to that question should be yes.   If I was the powers that be, I would throw them all in jail until they could be civil.   Abortion is legal.   Threats are not.",Yes Women have a right to an abortion.,for,[7]
1123,1582734700-1113,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion does not make you un-pregnant, it makes you the parent of your dead child that you killed. In the Bible it says ""thou shall not kill"" and this is murder. How is our population supposed to grow if this is legal. We all make mistakes, but a child is NEVER one of them.",Abortion should be banned.,against,[7]
728,1582734815-1513,https://www.debate.org/opinions/is-abortion-wrong,"If you don't want to have kids, there are so many people who would love to adopt.   According to adoption.Com, 500,000 people are seeking to adopt.   You shouldn't put a end to someone's life, especially someone who hasn't have a chance to live.   Children are miracles, and give people hope.",Adoption is and Option,against,[7]
151,1582733949-479,https://www.debate.org/opinions/is-abortion-moral,"Conception starts a few hours to 5 days after intercourse. In the first 4 weeks from conception the child has already began to develop First the spinal cords then nervous system (meaning the child can now feel pain) gastrointestinal system, heart and lungs. By 8 weeks the   the face begins to form, arms and legs move, the baby's heart begins beating and the brain and other organs start to form. By 12 weeks one can tell she is pregnant and sex of the child can now be determined. The child grows to 3 inches long and weighs 1 ounce. It can move fingers and toes. Fingerprints are present. The baby smiles, frowns, sucks, swallows and urinates. After this the baby starts to grow in size. Killing this baby no matter where it is in development is wrong. Its murder. Many people say the baby can't feel pain some of those people are doctors who are fully aware of the development and that it can in fact feel pain, yet they sweep it off like nothing. Dogs and pigs have more rights than human babies - our own flesh and blood. Our own species. Some say it's the mother's body, she can choose what she wants to do. A baby is a separate being inside her body not part of her body. That's why the baby comes out 9 months later cause any longer and the mother would die because something other than her body is in her. Another human being. When has it been anyone's right to force another person to do something they do not want to do? Never.",You can't make a wrong a right by just slapping a fancy new claim on it.,against,[16]
750,1582734700-1108,https://www.debate.org/opinions/should-abortion-be-illegal,"There are many ways to, uh, ""make kids"" without making kids, and if that doesn't work, DON'T DO IT! I agree with abortion for extreme-rape victims, because they didn't choose that. But before you go making naughty choices, you have a choice, and you have to deal with the consequence of that choice. It's not even about whether it counts as murder or not (it does): it's about paying for your consequences.

And don't give that garbage about ""overpopulation."" First of all, many scientists estimate the world can support 12 billion people. Also, the annual growth rate of the population is decreasing anyway.",Control yourselves if you don't want a kid!,against,[16]
2042,1582735052-2360,https://www.debate.org/opinions/is-abortion-wrong,The baby might suffer if ur not ready and you can't feed them and you. If the baby is really sick an one of u might die or both if u don't don't get an abortion what r u gonna do. They will go into foster home if yo give them up and might be treated badly and might become depressed. If a girl was raped you don't want the rest of ur life to remind u that u were raped looking at that kid for the rest of ur life u might want to commit suicide. Thats why I think it right. Did I change ur mind?,Abortion is right,for,[11]
2510,1580225173-186,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"""It's my body. It's my choice"". As soon as you let a man put his penis into your vagina you will also respect his opinion for the unexpected event. If he wants a child, you keep it. Unless you do that, you have mental disabilities and you should not be allowed to reproduce in any case. By all means, keep your legs closed.",Mutual decision. Like it or not.,against,[25]
1306,1582734815-1326,https://www.debate.org/opinions/is-abortion-wrong,"Its better to live life as unselfishly as possible. If you are having sex, you are risking pregnancy, whether you use protection or not. If you take the risk, you should take unselfish responsibility for another life that you are responsible for creating. There are options if you are unable to keep the child. But the guilt will tear you apart.",RUINs YOUR LIFE,against,[25]
2174,1582735052-2410,https://www.debate.org/opinions/is-abortion-wrong,"If someone rapes your mom do you want to live with that unwanted child? No, you dont. You are being selfish by saying that it is immoral and wrong.

Jsjwsjwaj j js j j j j j j j j j j j j j j jj j   jj j j","Want the child to live a depressed, hard, and confusing life?",for,[11]
1797,1582735059-2687,https://www.debate.org/opinions/should-abortion-be-illigal,"Abortion should not only be safe and legal, it should be rare.
Read more at http://www.notable-quotes.com/c/clinton_bill.html#uADyelrE3xthxyWs.99

I believe that it is the mother's choice.   It's honestly none of our business what a woman wants to do with her child.   We don't know the situation the mother was in (why she got pregnant in the first place), and the age of the mother.   I think that there should be stricter regulations, but that it is still an option.   I also think that women need to feel support if they are getting an abortion, not getting yelled at because they're ""killing a defenseless human being.""",Definitely Pro Choice,for,[2]
967,1582734700-918,https://www.debate.org/opinions/should-abortion-be-illegal,"According to statistics, 7% of women who had an abortion, said they were not mature enough to have a child. 8% did not want to be single mothers. 25% said they were not ready for a child. If you care not MATURE enough to have a child, you are NOT mature enough to be having sexual relations. If you do not want to be single mothers, use protection OR how about having sexual relations with a man who will step up. If you are not ready for a child, use protection. Abortion is murder. Rape is not an excuse.",Should've Thought Before Having Sex,against,[25]
531,1582734815-1667,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is so wrong. If you kill the baby when it is 10 months old and out of your stomach, you will get arrested. But if you kill it when it is in the most fragile state it will ever be in, you are fine. It is really not right at all.",Abortion is murder!,against,[16]
388,1582734700-945,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is Murder because it kills a human child. Plain and simple. No ifs ands or buts about it. There is no reason to kill a baby. Not a single one. This is a complete moral and objective truth. We can come to know this is a fact that you should not kill, just by reason alone.",Abortion is Murder,against,[16]
236,1582733989-558,https://www.debate.org/opinions/should-abortion-be-legal,"Abortion should definitely not be legal for so many reasons.
First off, every person who has some common sense knows that when you have sex a consequence may be pregnancy, and legalising abortion basically is making it ok for anyone to do what ever they want without being responsible for their actions and dealing with the consequences.
Obviously there are circumstances of rape and in that case have the baby and then give it up for adoption as many couples would love and appreciate the child more than you would.
The fetus is a life from the second it is conceived. A 50 year old women is just as much a life as a 2 second old fetus, so if murdering a 50 year old is illegal then so should murdering a fetus be.
I completely agree with women having the right to do what ever they want to do with their body but in this situation it is affecting a life that could turn out to be amazing.
Some of these pro- abortion arguments are BS. Like the one 'a child should not spend its life knowing its mother is stuck with it' and 'a constant reminder to the mother about the rape. Obviously the mother would have given it up for adoption if she knew she couldn't love it.
A life of a child should not be taken away just because you were irresponsible.",Definitely not legal,against,[25]
2263,1582735055-2678,https://www.debate.org/opinions/should-abortion-be-outlawed,"The biggest mistake that people who are pro-life make is by saying the cells in the womb is a baby. It is a zygote. Besides, the zygote can't feel pain in the womb until 27 weeks into the pregnancy. AKA the third trimester. TRI-mester. Basically at 6 months and 3 weeks then the fetus is barely developed enough to feel pain. Most likely, if an abortion is being performed then, it is to save the live of the mother. So i think abortion should be legal.",Abortion isn't murder!,for,[7]
250,1582733989-654,https://www.debate.org/opinions/should-abortion-be-legal,"Life is precious. It's the best thing God gave us..And it shouldn't be taken away form anyone if life is possible. Adoption is always an option and if you can't love your own baby than someone else will. Suck up those 9 months for the baby's entire life. You can still go to school..And choosing to take that risk before you're ready is your own fault. 
Don't bring up not raising the baby because of insufficient funds..Like I said before-adoption.
There is no argument about this where adoption cannot win.",This is wrong.,against,[7]
2445,1580224689-57,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"If women are not allowed to have abortions, they will be forced to have children. Which will then result in UNWANTED children. And these children, with a mother , who might not want to be a mother, who may not have the magic transformation of unconditional love, will have to raise children they do not want, or these children will be subjected to the foster system.",We Have to Allow Women Some Rights,for,[11]
1727,1582735052-2320,https://www.debate.org/opinions/is-abortion-wrong,"Life as we conceive it is mearly stimuli we receive from the world with our senses. The fetus does not have any senses upon conception, I don’t know when it does develop these senses, but to say it is murder as soon as it conceived is ridiculous.

Is it has never experienced a thought or recieved stimuli so it is for all intents and purposes nothing but a blob of stem cells.

Even after a few months lets say, and the fetus has developed some basic senses, it has no higher order thinking or coordination, how is it any different from an animal, we kill lots of animals without care, why not this human that has no more abilities than an animal",Without senses could it possibly know anything?,for,[3]
1966,1582735067-2714,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,"I dont get why people bash others people's actions when they dont even know what situation the person my be in. In this case the mother, sometimes its rape, sometimes in incest, danger to life, or other reasons but why should you even give a sh*t about it? It wont give you anything. Think its murder? Fine . Just dont get one plain and simple. You can tey and spread god's word or what ever you call it but you are not god thus you cannot control a person's chioces or life.",Nope. But if you think its wrong then just dont get one and move on with life,for,[2]
747,1582734815-1522,https://www.debate.org/opinions/is-abortion-wrong,"The reason i think its wrong, is because it has a heart beat, the bible says not to murder, and i think its a gift. If your not responsible enough to take care of a child then dont have sex. God designed us to multipy. This is why i think its wrong.",I think its wrong,against,[7]
1880,1582734972-2093,https://www.debate.org/opinions/should-abortion-be-illegal,"One of my best friends is a midwife and she delivered a baby about four years ago that had so many problems that he died only a couple of days after birth. The mother wanted to abort he baby to save the suffering for her as it would have been a difficult pregnancy and for the baby as it would have been constantly in pain until its death. Her boyfriend, however, was fiercely pro-life and forced her to keep the baby. He broke up with her when their baby died because he said that by saying she was going to have an abortion the baby was affected because God wanted to punish her for considering an abortion. It took a year of therapy for her to recover from such a difficult pregnancy and losing her baby after having met him and held him. And THAT is why I believe in abortion.",A woman needs the choice to have an abortion without being oppressed,for,[7]
2189,1582734972-2038,https://www.debate.org/opinions/should-abortion-be-illegal,"There is only a certain time frame when you can abort a baby, and it is not even able to think at that point. No thought = no consciousness = not a human being. Killing babies is wrong, and so is harming a pregnant woman, but at the abortion the baby is as alive as a bacterium, and you kill thousands of them without a second thought.",The baby is not really alive when you abort it.,for,[3]
1102,1582734815-1314,https://www.debate.org/opinions/is-abortion-wrong,Everyone has a purpose in life. Just because you made a mistake doesn't mean you should solve the problem by taking the a life.   I don't care how early its terminated.   That was going to be a life of a human you brought into this world.   If you were raped there is Adoption.   There is no excuse for taking the life of a human.   And for the women who are doing this.   I believe the men have the right to decide rather you can have an abortion because you are taking their child away.   Just because you made a mistake doesn't mean you have the right to kill another human.,Would you have liked not to exist?,against,[16]
74,1582733989-611,https://www.debate.org/opinions/should-abortion-be-legal,"""Abortion is okay. Its the women's rights to do what they want with their body."" If females have the rights to their bodies then why are female babies dying with no option? Don't they have a right too? Babies shouldn't be dying just so women can live how they wish.",Abortion should not be legal.,against,[7]
804,1582734815-1359,https://www.debate.org/opinions/is-abortion-wrong,"People don't understand that that person can be successful. It is wasting a life, and it can be a good life. Please agree. And it would not be fair to the baby that is about to be born. What are people thinking about this? Now think long and hard about this.","Yes, because it is murder.",against,[7]
765,1582734700-1189,https://www.debate.org/opinions/should-abortion-be-illegal,"Some people are saying that if the girl wants an abortion and she doesn't get one, she will be forced to raise a child she does not want. The girl could always send the baby to an adoption clinic, where the baby will be sent to a very loving family.",Adoption the Loving Option,against,[7]
2202,1582735052-2586,https://www.debate.org/opinions/is-abortion-wrong,"I'm a Christian, and although I don't believe its right, that doesn't make it wrong. There are many people in the United States that have different beliefs, and we have to take them into account. This does not qualify as living, technically. We should really be looking at the benefits of stem cells. Other than that, women in this country have a right to choose. Don't get in their way.",Take Religion Out,for,[2]
589,1582734815-1363,https://www.debate.org/opinions/is-abortion-wrong,"I always here, it you are against abortion, your against women! Well, as a women I can tell you that no, if anything you are for women is you are against abortion. Actually you are for life and humans in general if you are prolife. People say that the ""thing"" inside women when they are pregnant is not a child. They call the baby a ""thing"" because they know that once they acknowledge that the life inside a women's womb is in fact a baby, their argument is gone. Killing an innocent life is wrong. Period. You can try to spin it in whatever way you want to but the truth is it is wrong. Even worse is that life cannot speak or do anything to defend itself. Women who are confused and scared during their early pregnancy weeks are told by many people, such as the employees at planned parenthood, that its okay to go through with an abortion because it is their ""choice"". They leave out the part of the trauma that a mother experiences after she has gone through with the abortion and realizes that she ""chose"" to murder her own child. The statement, ""Pro choice is prow omen"" is false in . I would like to direct this next point to all people who are debating which side they want to take, pro life or pro choice. If you have children, think to yourself, would you want someone to try to justify killing them? For those who don't have children, look at all the people in your life, if their mother decided to have an abortion would you be the same person without that particular person? Every life is important, don't take it for granted.","repeat after me, THATS A B-A-B-Y!!!",against,[16]
2228,1582735052-2325,https://www.debate.org/opinions/is-abortion-wrong,"What is it about a human life that makes it inherently valuable? A very common answer is a person's high sentience, or the ability to perceive. The inherent morality of aborting a fetus or embryo therefore comes from it's ability to perceive. This trait is extremely likely to come from the brain, as it is a human's vessel of thought. In early stages of development (before the brain has developed), abortion is not really murder, as there is likely no sentient person on the receiving end of the action.

An argument cannot be made to compromise a woman's freedom for something that isn't even able to think, even if it is technically a human. It is morally worse to kill an animal for meat than to abort an embryo in its early stages, as it probably perceives more than the embryo.

Overall, as long as it happens relatively early in the life of an embryo, there is usually nothing wrong (morally) with abortion.
(Late term abortion I consider morally wrong, but I don't know enough to make a confident decision on that issue.)","In most cases, it is not.",for,[3]
2470,1580224689-22,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"Women have been violated since the beginning of human historie, now time had changed and no one I say no one can never tell a women what to do with her body . 
Having an unwanted baby is no fun. Women are the ones carrying it for 9 months , with all the pain and suffering either it's physical or psychological .. And not just that she also have to suffer her partner's infedelity cuz she is not ready to have sex ( men are selfish pigs) or the father not even giving a damn about her or the baby . Or he is violent . Or just a MALHOE who had his way with her . Or it's just that she is not financially or mentally prepared . As you know being a mother is hard work for life . And as you know again women in most cases women are doing all the work by themselfs . 
We would never force a man to carry a child if they are the ones who do . 
My body my life my choice.",My body my choice,for,[2]
254,1582733989-769,https://www.debate.org/opinions/should-abortion-be-legal,Those are gift from god.   Even if she got raped but it was god who plan it.   Because there's a reason why she got raped.   And maybe this newborn have something more important that the world need. Maybe this newborn is going to save this world.   But who know?? ONLY GOD KNOWS,It should not be legal,against,[7]
843,1582734815-1808,https://www.debate.org/opinions/is-abortion-wrong,Abortion is taking away the life of an innocent child. It was not that child's fault   that the parents didn't use protection. During the 1st trimester a baby's heart begins to beat meaning it's a living being. How would you feel if you were that child? You wouldn't have your family or friends or even husbands or wives. There are other options you can take instead of taking a life. You can give it up for adoption or you can give it to someone who cant have children. Think of the innocent life of a baby every time you see one and then tell me if it is wrong. You never know what those children may have turned out to be. :(,Abortion is wrong,against,[7]
1116,1582734815-1270,https://www.debate.org/opinions/is-abortion-wrong,"When a woman has an abortion she is killing her very own child, an innocent, voiceless, fragile life. It should not be just the mother's choice to keep a child alive or not. The baby within weeks is already so alive and has so many features, and by a month has organs! This should be made illegal.",ABORTION IS MURDER!!,against,[16]
537,1582734647-797,https://www.debate.org/opinions/is-abortion-bad,"Because unborn babies are still humans with rights no matter how undeveloped they are.   They are humans with rights as soon as they are conceived. They have the right to live and to grow up even if they can't defend themselves. Their location, age, and dependence do not determine their worth or human-ness.   No woman, or anyone, should have the right to kill another human.   If you look up S.LE.D., it proves that unborn babies are human. I don't have enough room to type that argument out here.","Yep, abortion is bad.",against,[16]
782,1582734700-1055,https://www.debate.org/opinions/should-abortion-be-illegal,It should be illegal. Because it's the girl's choice to have sex and she knows that the one night stand can make a big change at her entire life. So she have thought twice before making any move. And at the end she knows what it's going to be when the child it could get her self killed,It should be illegal,against,[25]
1883,1582735052-2363,https://www.debate.org/opinions/is-abortion-wrong,"People shouldn’t be allowed to interfere with other people’s choices. A fetus is not a baby, A fetus cannot feel pain until the third trimester feeds off of the mother’s body. If aborting was wrong. Then Killing animals is worse because they actually feel pain. And I don’t see anyone willing to pay up for these fetuses to become functioning members of our society.",You Should have a choice,for,[3]
1268,1582734815-1607,https://www.debate.org/opinions/is-abortion-wrong,"I do support abortion but only if the woman who is carrying is defiantly going to pass if she keeps it and if the woman was raped. Abortion should not be used a birth control and just as an excuse to have sex without protection. Certain people are just like ""I can have unprotected sex and if I get pregnant I'll just have an abortion. Get a damn condom or go to a doctor and get the surgery to prevent it. One is more expensive than the other and there is even a FREE solution, Its called not having sex. Don't HAVE SEX IF YOU ARE NOT READY TO SUPPORT OR TAKE CARE OF THAT CHILD!",Abortion is wrong,against,[7]
1099,1582734700-1107,https://www.debate.org/opinions/should-abortion-be-illegal,"A fetus is a living human being; this is a scientific fact. I dare anyone to try and change my mind. Provide any argument other than the typical Liberal feel-good argument and I will gladly listen to your opinion. If not, you are an evil person who wants to kill babies.",Abolish Abortion Now!,against,[17]
2195,1582735067-2715,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,"The parents of Hitler and Osama Bin Laden should have gotten an abortion.   That way, the world would have never had to deal with the holocaust or 9/11.   It's plain and simple, it's the mom's choice on whether on not to get the baby sucked out of their vaginitus.   Thank you.","What about Hitler, and Osama Bin Laden",for,[2]
182,1582733989-685,https://www.debate.org/opinions/should-abortion-be-legal,"For some reason people need high and lofty reasons not to kill children.   Maybe I'm just a dreamer, but a world where children are not ripped apart in the womb and killed in the very place that should be safest seems like a decent place.   Maybe I'm just a crazy idealist.",Because killing children is sad,against,[16]
2102,1582735052-2269,https://www.debate.org/opinions/is-abortion-wrong,"Why would you make somebody face their ordeal everyday in the case of rape?
Why would you allow other family members to starve in order to provide for the baby?
Why would you ruin the potential future education of a young girl?
Why would you allow any mental health issues of the mother escalate as she struggles to cope?
Why would you allow a mother to have to watch her child suffer every day with pain, a low quality of life and potential bullying in the case of disability",No abortion isn't wrong,for,[2]
478,1582734822-1908,https://www.debate.org/opinions/should-abortion-be-illigal,"The Assyrian Codex in 1100 B.C. Stated that abortion was punishable by impalement. Persian law in 600 B.C. Called abortion willful murder.

Note what Josephus, in his histories of the Jews, states concerning abortion, ""The law orders all the offspring to be brought up, and forbids woman either to cause abortion or to make away with the fetus, a woman convicted of this is regarded as an infanticide because she destroys a soul and diminishes the race."" 

The United States is a country where 5,500 abortion clinics abort 30% of all pregnancies. In our nation's capital there are three abortions performed for every one live birth, and this is not uncommon. Since 1980 abortions have outnumbered live births in 18 metropolitan areas of the United States. The shame of this problem is reflected in the statistic that 99% of all abortions are performed on demand. This means that the only prerequisite that is demanded of the mother is her desire to rid herself of the developing fetus. For years we have heard the cry that if abortions were abolished, ""What would happen to the woman who finds herself in the position of having been raped, involved in incest, has a severe fetal deformity, or her life is at stake?"" The way this argument is presented leads one to believe that abortions are here because of such cases. However, let us not blind you with the facts! Only 1% of the abortions performed annually in this country are for rape, incest, fetal deformity, or the mother's health. Many believe that the percentage is even smaller than this. Let us note a fact concerning pregnancy in the case of rape or incest. ""The case of rape and incest is really a non-issue because of its rare occurrence. It is estimated that in 5,000 to 10,000 rapes, only one pregnancy will result. In a typical US city with a population of 500,000 that would be one case every 10 to 20 years!""

 There are at least five major procedures that are used to terminate an unwanted pregnancy. (1) The vacuum suction method. ""The vacuum is so powerful that the baby is instantly broken up into a fluid mass of blood, tissue, and cartilage."" (2) The cutting up method. ""The doctor just slices the baby into pieces inside the womb of the mother. The skull is crushed with the forcepts to reduce its size for the withdrawal."" (3) The surgical method. ""The abdomen of the mother is surgically opened and the baby removed. The baby is then either used in experiments or else burned or drowned in water."" (4) The Saline Method. ""A salt solution is injected into her amniotic sac where the baby is literally burned to death -in effect pickling the baby. The baby may thrash about for a few moments, but soon it becomes perfectly still and dies.","Abortion is willful murder
http://main.Nc.Us/spchurchofchrist/ABORTION.Htm",against,[16]
509,1582734815-1739,https://www.debate.org/opinions/is-abortion-wrong,"When you think about it, everyone and every living thing is a glob of cells. You can't cherry pick what is and isn't a human. Ending a life is a horrible, horrible thing and abortion is comparable to murder. Those who support abortion are supporters of murder and have a complete lack of respect for life","A supposed ""glob of cells""",against,[16]
1586,1582733723-152,https://www.debate.org/opinions/should-abortion-be-legal,"Because often it is the parent who decides that the environment in which the child will grow up will not be suitable for whatever reason for the child due to poverty or young age of the parents, dangerous home environment, etc. Is it better to have a child grow up in an unsuitable environment than lose their life painlessly before they can think? I know adoption can be a better option sometimes, but for some circumstances it is not an option, and also pregnancy and childbirth can be very taxing and painful to the mother. I believe that abortion should be a legal option, but should only be used if it is the best solution.",Abortion should be legal,for,[11]
1594,1582733723-331,https://www.debate.org/opinions/should-abortion-be-legal,If the government tells me i need to keep a baby i dont want it just means the child is going to grow up in conditions they wont like they will feel unloved and even though the government made me keep a baby i dont want they are not going to help me support it in any way,No one should tell me what i can and cant do with my body,for,[11]
1090,1582734815-1413,https://www.debate.org/opinions/is-abortion-wrong,"Pregnancy by rape only accounts for 1.3% of people who want an abortion--maybe less. The other 98.7% of people who would like to get an abortion are all for selfish reasons. So you can stop pretending that pregnancy by rape is the main reason. Maybe you shouldn't have gotten drunk and slept with that guy if you didn't want a child.

And if they did make pregnancy legal for rape victims only, think how many people would try and claim they were raped.",Don't Be Selfish.,against,[25]
887,1582734815-1705,https://www.debate.org/opinions/is-abortion-wrong,Abortion is murder because that kind is already evolving in the mothers womb... Yes I am aware in some cases its needed like rape... Most people use it because they aren't ready for a baby. However its murder because your still killing a living thing that you have made. So I feel that abortion is murder.,Abortion is murder,against,[16]
2667,1580744435-249,https://www.debate.org/opinions/do-women-have-the-right-to-abort-a-fetus,"Ok, Nobody would agree that aborting a fetus one day before delivery is okay; it is a living human being. Then, At what point along the development process would it be considered a life? If you keep going with this, The only logical answer would be at conception, Since before that, There would only be two different gametes. That's why it is wrong.",Abortion is Murder.,against,[17]
569,1582734815-1764,https://www.debate.org/opinions/is-abortion-wrong,"What is worse, Killing a women 30 years of age alone, or killing a pregnant women. Most sane people would answer ""Killing the pregnant women.""The criminal justice system happens to agree (http://www.Lifenews.Com/2012/01/19/north-carolina-man-charged-for-killing-pregnant-woman-baby/) Just read the first sentence ""An ex-convict who killed a pregnant woman will be charged with two counts of murder in the death of the woman and her unborn baby."" With that being said unborn babies should not be killed.",15 Years old,against,[16]
789,1582734815-1858,https://www.debate.org/opinions/is-abortion-wrong,"In my opinion, abortion is immoral. If you had no intention to have a baby or did not want to, you should not have had sexual intercourse. You could have used a condom, birth control pills, or the best tool of them all: abstinence which is the act of restraining one's self. (Condoms and pills might not work sometimes so that's why abstinence is best).
However, the government should not totally ban abortion. There are certain exceptions. For example, a woman who got raped should be allowed to abort. It was not her idea to carry a baby. Also, a person can get an abortion if the baby might kill them. If these are not the cases, other women should not be allowed to abort. If I allowed myself to have sexual intercourse with someone, (even if I am in my teens) I could not surrender myself into an abortion. It was my choice and I have to suffer the consequences. Even if a developing baby has no feeling or whatsoever, the woman will feel numerous forms of guilt of what could have been a thriving child.",Abortion is wrong but there are exceptions.,against,[25]
732,1582734815-1842,https://www.debate.org/opinions/is-abortion-wrong,"How would you feel if you were aborted? You wouldn't feel anything cause you wouldn't exsist. Then you have all these people saying ""I heart boobies!"" Well my friends abortion increases breast cancer risks by 200%.",Abortion is murder,against,[16]
1842,1582734972-1969,https://www.debate.org/opinions/should-abortion-be-illegal,"These people are saying that we should keep the baby under any conditions, but they don't care what happens to the baby after it is born. I would understand if the person aborting their child was an adult who had her life together, but that's not the case most of the time. What if the baby gets beaten or is a product of rape, that means that the mom wasn't planning the baby and wasn't ready. I would have a problem with a mom who took advantage of abortion and used it as a backup plan, but in other cases i feel a woman should do with her body what she pleases",What happens to the baby after birth?,for,[2]
1310,1582734815-1308,https://www.debate.org/opinions/is-abortion-wrong,"The matter of abortion hinges upon what a fetus truly is.  Seeing as from the moment of conception, scientifically speaking, we find in the zygote an individual living member of the species homo-sapiens with a unique and unrepeatable DNA code different both from its mother and its father, we are forced to admit we are treating with a living human person.  Given that human life trumps the right to freely determine your lifestyle, this would make abortion an intrinsically immoral act in any and all circumstances.",What's in there?,against,[17]
1565,1582733723-62,https://www.debate.org/opinions/should-abortion-be-legal,"If a woman were to become pregnant, and it would effect her life in a way she wasn't ready for, who are we to tell her that she has to carry it anyways? Also, say she got raped? Forcing her to carry a child that she might not even love is cruel, both for the mother and the child. Once the child is born, it would become a constant reminder to the mother about the rape. She wouldn't love the child, she could spurn it and hate it, and take her anger out on in. No child should be subject to the emotional and physical abuse that could occur.",A woman has the right to control her body,for,[11]
1003,1582734700-1127,https://www.debate.org/opinions/should-abortion-be-illegal,Kill babies is wrong if the baby was out of the womb and u killed him/her u would go to jail. It isn't a ball of tissues it's a living human so for u to put your rights before him is the most confusing thing to me ever God help us,Baby's have right,against,[16]
1962,1582734972-2122,https://www.debate.org/opinions/should-abortion-be-illegal,"Embryos have NO consciousness whatsoever. Therefore, abortion would not hurt the baby. People say life begins at conception; not birth, but there are no feelings developed yet. The ""soul"" of the baby can just move to another life. If supporters aren't religious, then, they will not even believe in souls. So there should be no reason for them to feel sorry for the baby. After all, it IS the parent's choice.",Embryos have NO consciousness whatsoever.,for,[3]
2452,1580224689-19,https://www.debate.org/opinions/do-women-have-the-right-to-abortion,"So those who say no to abortion, are you violating rights of an existed human-being for a not technically non-yet-existed life? So the woman has to suffer for someone else's fault, or for being a woman at all? The one who says no to abortion is not only sexism but also against the right of an existed human-being should enjoy.",Existed rights is worthier than those not.,for,[2]
874,1582734827-1922,https://www.debate.org/opinions/do-you-think-abortion-is-wrong,"I see a bunch of people comparing cows to abortion, first of all a   cow is an animal. Last time I checked humans have more value than animals due to our mental capacity and   thumbs. Also there is a difference by saying that a baby is just a cell - and just a cell. One: cells reproduce and die every second, they aren't that valuable because we have so many of them. Two: unborn babies are still life, like cells, but this life could lead to another human being, someone who can grow up to have their own opinions and think for themselves. IF a mother cannot keep the baby for health risks then that's acceptable, but if it's just because you didn't use a condom, shouldn't mean that a person who could be president, doctor, or even a more responsible parent than you ever were - won't get the chance to even take it's first breath.",A cow is not a baby.,against,[25]
