docs,topic,viewpoint,words,perspective,sum_topic
"People makes mistakes every day. Sometimes it is ok to do this before your not ready to have a kid. You don't think you would make a good parent or you just don't have the resources to do so. It's not right to kill kids or other human beings or animals, but in some cases you just aren't ready to raise and support a kid.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Accidents happen, and people like sex. Stop spouting off biblical nonsense and give women rights to choose if they are ready to bring a child into the world or not. 

Adoption homes are overcrowded and abusive, and the world is overpopulated with money shortages. It's unethical to force kids into the world who won't be loved.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
Some people cant take care of a kid. And if they have a baby and give it to foster care they can end up in a bad family home. They could have been raped or parents having sex with a family member. You never know they need to be able to make a choice on it. It is up to them.,4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"No one in the world has any right to judge over what someone else does with their body, period! If you think that God disproves, fine let them deal with their maker when they die but until then they can do what they feel is best for them. Mothers killing children because they cant handle it, is the result of an unwanted pregnancy. Mother's beating their children and neglecting them, result of an unwanted pregnancy. Child being forced into foster care, where eventually they are raped and impregnated, result of an unwanted pregnancy.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"Because often it is the parent who decides that the environment in which the child will grow up will not be suitable for whatever reason for the child due to poverty or young age of the parents, dangerous home environment, etc. Is it better to have a child grow up in an unsuitable environment than lose their life painlessly before they can think? I know adoption can be a better option sometimes, but for some circumstances it is not an option, and also pregnancy and childbirth can be very taxing and painful to the mother. I believe that abortion should be a legal option, but should only be used if it is the best solution.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
Has anyone heard that story about that woman who suffered for three days and died because of not being able to get an abortion? And rape victims who have kids. How will that live knowing they were a mistake? Or what is they will be disfigured beyond repair? What about alcoholic people? Mentally unstable people? People would rather have a child live a life of misery than never live at all and that's not fair for the child or the parent.,2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"At the point of which they kill the fetus it is not alive. And what if a woman got pregnant off of a rape, if abortion was illegal then she would have to live with the memory all her life and a child she never wanted.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"How can we think abortion is wrong and yet look down on teenage pregnancies. Think of the cases when young and innocent women have been raped and have become pregnant with a child of a criminal. Would you deny her the ability to live her life normally. Also, think of those who couldn't fund for the child in the first place and are forced by society to bring a child into a financially unstable world. The child would lead an unhappy and dangerous life and the pain and worry would have been avoided if only abortion wasn't frowned upon by society. In some cases it is not the fault of the mother and abortion would benefit the child coming into a world where it would have to go through so much pain. It's not the fact that you are ending a life, it is just taking a necessary precaution to those who are not competent enough to raise a child.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"Abortion should be legal in all countries to help lower the unwanted child rate. At the time a fetus is aborted it is not alive, and is most likely not smarter than a pigeon. Think of the mother's right, going through all that unwanted pain for 9 months. What really matters is free will over your own body, and therefor it should be absolutely legal.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"I honestly hate abortion it is against my religion and murder. But it does not mean we should shame on women or tell them not to get one because it's a sin. It all depends on the pregnant women if she wants the baby or not. It's that simple. Also denied abortions can increase crime rates (it has been proven) for being horrible mothers, couldn't feed their children, low education, etc. It also causes deaths/injuries for doing illegal abortion which is called ""back alley"" abortion because they couldn't do it legally in the first place. 
Yes I also know there's a thing that can leave a child to the police station, fire station, a house, or even a hospital. We can't always depend on it. Why? Maybe no one wants a baby who has any kind of diseases that can end up killing them and suffer while it's living. I don't think it's worth bringing a baby in a world if it's going to suffer unless there's a cure for it then that's a different topic. It all depends on the situation of that women's life.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Abortion is a   pregnant woman's right. If a woman is pregnant and she does not want her child for whatever reason, she should be permitted to abort it; in many cases, abortion is better for the unborn child than actually growing up in poverty (as many children do) or growing up with a parent that did not want them. These are issues which need to be taken into consideration when abortion is discussed by governments, and are often not. It's interesting how there is so much focus on making mother's have their children, and so little focus on the rates of child poverty after birth.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Many people think that because I was adopted I should be pro-life because I could have been aborted, but I remain pro-choice because I would never have known about my life if I was. If it would have made my biological mother happier, then ultimately it would be fine with me because it's her body that was holding me and her life that would have been altered if she kept me. Although adoption is a choice, there are thousands of children out there without any parents, still waiting to get adopted, and some are very unhappy because of it. I'm aware of the consequences that can come with abortion, but keeping the baby/having the baby adopted isn't for everyone, just like abortion isn't either.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"Most unwanted children who are thrown into the foster care system or are up for adoption usually never get adopted. Also the foster care system is notorious for physical, emotional, and sexual abuse. Why put an child, who was unwanted in the first place and they know it cuz why would they be in foster care, have to suffer for a mistake made by the parties involved? It makes absolutely no sense.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
Doing away with it peacefully is better than abuse of a mother who does not want to take care of it. Having a mother who is not involved would make it have a worse overall run. Many things come from the usual human connection and therefor lack of has one also.,5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"If a woman were to become pregnant, and it would effect her life in a way she wasn't ready for, who are we to tell her that she has to carry it anyways? Also, say she got raped? Forcing her to carry a child that she might not even love is cruel, both for the mother and the child. Once the child is born, it would become a constant reminder to the mother about the rape. She wouldn't love the child, she could spurn it and hate it, and take her anger out on in. No child should be subject to the emotional and physical abuse that could occur.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"If a woman becomes pregnant and can't afford to take care of a child, it would be better to kill the fetus before its brain fully develops than to have the child (likely) suffer starvation. Also, if the woman smoked and did not mean to get pregnant, again it would be more humane to kill the baby rather than have it suffer through deformities caused by smoking.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"I am the product of a teen pregnancy and some days I feel like I don't want to be on this earth, my mother was not given the opportunity to mature, as a product her choices pertaining to me have been petty and unnecessary, so many terrible choices that all culminate to a bad life and a horrendous childhood.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"If I choose not to bring a person into this world because I have neither the economic nor social foundation to raise that person in the best possible environment, I am not only protect that child from growing up poor and in a psychologically damaging environment. I'm saving society from having to pay for my mistake, I save society from and increase in uneducated, unemployed civilians.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Yes, the fetus is still a form of life, and a child's life is always valuable and should be protected. However, if he or she cannot be raised with the proper care a child deserves and would only suffer by being brought into the world, it is merciful to get an abortion.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"You can't treat a fetus  like a human, because it isn't. Although the cells will eventually form a baby, before 12 weeks it is just a cluster of cells. Personally, I believe that if a baby isn't wanted from the start, an abortion is a far better option than going through with a pregnancy when you aren't ready, or financially stable, or even mentally stable enough to handle a child. 'It's murder' the anti abortionists say. I bet you wouldn't say the same to a person going through chemotherapy, killing an unwanted cluster of cells. There are children out there getting abused, neglected, living in foster homes. If you're against abortion, instead of thinking of reasons why it is such a bad thing, go help out the children who became unwanted after they were born, the ones who were given a life that they can't live to the fullest, because most likely their parents were against abortion.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"I'm pretty sure that no one talks about that. Everyday I turn on the news and see something about a child being neglected and abused, sometimes even killed. I would never, NEVER, bring a child into the world if I knew I wasn't ready for it. I've seen this so many times. My family works social services, so I know exactly what happens when a child is born into a chaotic environment.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"Well to start off, many women aren't financially stable and don't want to bring a child into that. Others already have children so why should they have to suffer because the baby couldn't be aborted. And what if she was raped? Everyday she would be reminded of it just by looking at the child and may even take her anger out on the baby/child. Another   thing is there may be something severely wrong with the baby and it might not live anyway.Adoption is an option but it's psychologically damaging for the mother and an immediate connection is formed between the mother and baby after the it is born.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"Why do y'all have to go and force your religion on others? If some one wants to get an abortion you better bloody let them! What if this person was raped y'all want this victim to carry the memory of their rapist   for the rest of her life? While many do think that it is a sin to abort a baby because it is murder why must you force your religious ideas on people who are not Christian? There are many other religions in the world and by making abortion illegal you are being so ignorant to say that ya'll and your ideal are the only correct way of thinking. 
#PROCHOICE",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"If women are not allowed to have abortions, they will be forced to have children. Which will then result in UNWANTED children. And these children, with a mother , who might not want to be a mother, who may not have the magic transformation of unconditional love, will have to raise children they do not want, or these children will be subjected to the foster system.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"I am a Man that has had to deal with my wife and another man that has constantly sexually abused her, she got pregnant, I told her I would take care of it, but she did not want to remember the man who Raped and sexually abused her, so she did not want it, it is every right for a woman to do what she wants as a mother, killing is bad but it hasn't been born yet so it never had a life so therefore it's not alive, All those mothers or future mothers should have a right to ""THEIR"" body not urs!!!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"It's not wrong to abort a fetus If a woman get pregnant accidentally. What if she can't afford to have a child? The child is gonna suffer for the rest of his life and so do the parents. This is what cause the increasing in poverty, Hunger child and etc. So, Why not to avoid these to happen before it's too late.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"What if the girl got pregnant and it wasn't her fault, what if she got raped? Her parents may be forcing her to get an abortion since she may be too young and will not be able to cope. Although people say its murder or killing a fetus that may grow. Its also not grown yet so there isn't really much wrong with getting it done withing the first weeks or month",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Let me get this one point across:
A lot of people say so simply ""just give birth to the baby and give it up for adoption."" Sure, put them in an orphanage, living with no parents, with no guarantee of adoption, with no guarantee of living a happy life, with no guarantee of getting a good education. Not all orphans are happy with their lives. Sure, there are some that do live happy lives and people say that at least it gives the baby a chance. Well, I wouldn't want to put my child in that situation and risk it. Also, put yourself in these shoes: you are a 15 year old girl who does well in school and lives a happy life until some effing pedophile rapes you and leaves you with an unwanted baby. Yes, sure tell that poor 15 year old girl who is still in high school to grow her belly and give birth at such a young age. Let her drop out of school. Also, people are saying that some accidentally get pregnant through their own carelessness and so shouldn't kill   a living thing because of their own mistakes. Let me make two points on that. One, you shouldn't let a mistake ruin someone's life. People often make biased judgments about those who make those mistakes. Some may picture them as careless, reckless, whores who bed with many people. I'm not saying all do but it is easy to think of them that way. Why do you think some teenage moms are shamed by people and they are degraded by them. But hey, all humans make mistakes. Some people are genuinely worried and scared for their lives when they find out they are pregnant. They feel immense pressure and regret from their mistake. Secondly, about those who say that the people   shouldn't kill their babies because of their mistakes, you are saying that you should let it live without thinking about what that baby might have to face in the future. Yeah, instead of aborting the still-growing fetus, freeing it from all the suffering it might have to deal with when it grows up, give birth to some accidental baby and dump it in an orphanage cuz hey, it deserves to live. Let it go through all that suffering. Anyway, that is all i have to say.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
Abortion is not wrong though women should be very careful to avoid unplanned pregnancy. There is nothing wrong with not wanting to be a mom. Abortion is not wrong when women get pregnant because they were raped. Everyone has a choice to make even if they end up regretting it later in life.,1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"If the person is not in the state of being a good parent I think they should get an abortion or give the kid to a different parent, but that is not how a kid should live. The newborn wouldn't even know whats happening nor would know it had a chance at life",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"I understand the argument that abortion should at least be an option for rape or incest, but that falls short of the underlying issue. Abortion may be the best option regardless of the conception method. An unwanted birth is a burden on all including the child. I've read that the child may grow up to be a useful or even important citizen and make great contributions. True, as is the opposite. Yes, we may eliminate an Einstein or Salk. We may also stop a Stalin or Pol Pot. To me, it's as simple as ""if you don't believe in abortion, don't get one.""",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"I know that some argue that abortion is a terrible, immoral thing to do. However, think of what would happen if abortion would be illegal? How many women would abandon their newborns because they don't want it? There are enough homeless children in this world, let's not have any more than we have to.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Under the right circumstances, a woman is able to conceive a child successfully and raise it to the best of her ability. If the woman is not fortunate enough to raise a child with sufficient funds, the right nutrition, and loving care, then the child is better off not living. It may seem harsh and unfair, but a child should have the right to live peacefully. And for those children not, I send my deepest condolences. When farmers ""put down"" their livestock, it isn't because they can't care for them. It's because they aren't experiencing a good quality of life. A broken leg for an animal is the same as a baby without proper care.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"My best friend (18) she had two suicide attempts, was diagnosed with bipolar disorder, depression, anxiety, ptsd from rape, and borderline personality disorder.   She dropped out of college, worked a full and part time job, had no money to show for it because she owed her mom (who kicked her out) money, slept on my couch, and had a car that barely ran.   She got pregnant.   Now tell me, someone who isn't mentally stable, switches between different medicine, doesn't have her own room let alone one for a baby, barely has any free time to herself because of work and the free time she does have is spent sleeping between jobs so that she can be awake enough to fulfill the responsibilities at her job, has no money for herself let alone another life (or pay hospital fees for having a child), and does not have any contact at all with the father... Does that sound like someone that should have a child?   If your answer is yes then most likely your plan is rely on the government to give you food stamps and to mooch off of those around you who have money to spare.   Is that what you would want to raise your child to believe is right? That when you can't take care of something yourself that you should rely on other people to do it for you?
Religion should have nothing to do with laws. Separation of church and state, remember how that's supposed to be a thing?
If you don't agree with it, fine that's your opinion.   But don't use that opinion to take that option away from others who have no problem with it.   It's a lot easier to turn down something that is there to be offered than it is to attempt to get something done that there are no provisions for.
Imagine you had an 18 year old daughter who was viciously raped and got pregnant.   You're telling me that you would rather her go through the physical pain of childbirth on top of the mental and emotional trauma that was already experienced with the rape AND will follow the event of giving birth to a baby that was created through violence, pain, and hatred, and for her to keep it and have the same hate for it that she has for the man that attacked her OR put it up for adoption where she would always have that lingering knowledge that someone somewhere has her flesh and blood in their household instead. Something like that as ""God's plan for a reason""?   I sure as hell know that my best friend did not deserve it and neither did I.   It leaves you feeling so worthless that you don't care if you live anymore, so disgusting that you can't stand your own body anymore, and makes you lose so much faith in humanity. If I had gotten pregnant from it, I would have rather not lived at all than carry and birth that child.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"There are women who can't take care of their babies when they are born, making children who can't be fed or clothed or sheltered! Why would you try to make it illegal if they will do it anyway! There are women dying in hotel rooms from getting an illegal abortion from air in their blood stream from aborting their baby with metal coat hangers! It is the woman's choice, not the governments.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"If there is an unfair mother like a drug addict do you think that child is going to have a fair life? No. Also teen pregnancy, rape, accidents, its the woman's body it should be her decision whether or not she wants to keep the baby. Abortion is a legal option. Its not illegal so why take away this choice? Some couples may need it, adoption is not always an option.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"If a woman is not ready for a child, she shouldn't have to have one! If she isn't physically, emotionally, or financially ready, there's no point in her having a child. In fact, if she were to regardless of whether she was ready or not, it would probably only result in the child suffering, which in no way is correct or fair!",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"If you aren't ready to support the baby then its not the right time. And if some of you read this then you might think adoption, but if the mother wasn't ready to have a baby then there is no way that she is emotionally ready to single handily   give her baby away",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"Basically our generation is getting bigger and bringing bad influences to our world , having to kill a baby its not as men our choice its the women because she is feeling the pain , plus what if a child become unformed or you gotten raped. We would not like to have a baby unwanted or make him suffer.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"An unwanted child results In more harm than worth. It can destroy so much and what does it archive then? Nothing, That doesnt mean that unwanted children always have it bad but they do have it harder. 

Abortion because of medical reasons is always a right.   And abortion up to approximately 20 weeks can be done without much emotional concern. I do want the the child to live but not in such bad circumstances. Abortion is the last line of defense, contraception and education are the first lines!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"The baby has never lived. If someone wants an abortion it is because they are incapable of raising a child, whether it be financially or emotionally. Parenthood is not for everyone so why try and force it down peoples throats? People like having sex, so if they accidentally get pregnant, why ruin many lives? Teen fathers are more likely to end up in prison, teen moms have a higher rate of depression and suicide, and babies of teen mothers have a higher rate of health complications.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"Moms should not be stuck with a child they cannot care for. Nathan and I think that abortion should be legal because it can stop the baby from suffering if it has a very bad mental illness.   The mother should also have a say, because she is the one with the baby in her stomach.
-Nathan & Benjamin",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"A fetus is a living thing, however if a woman can't make a good life for the child after it is born due to poverty, disease, or some other reason, is it worth the child being born? The child may have to live its life knowing that his or her mother and/or father did not want them.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"The Turnaway study found 78% of women had an abortion because of reasons that would provide the child with a life of neglect whether its mentally, physically, and/or financially. Do you really want another child to be neglect in america? Or would you rather have them saved from a life of pain?",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"It is selfish to tell woman not to abort because it makes you feel more ethical or compassionate. If a women is not allowed to abort, the baby will likely have a bad life. I think It is unethical to give birth to a baby with severe birth defects. 
Adoption is not a good alternative. Parents who adopt children have trouble bonding and loving the child. Being in the adoption system is hard on the children. 
Think about what will happen after birth. Most woman will regret aborting. It is up to the mom and dad not anyone else.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Imagine if you were a young teenager or a woman who had no clue that you were going to be abused ,harassed and used for sex . Would you really want to go through the pain and suffering of carrying a strangers baby knowing the baby one day would want to know who the father was . I am 14 and if I were on that type of situation I don't know what I'd do :( .",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"Abortion isn't wrong because you don't know that woman's background and what that woman has been through to get pregnant
How do you know she hasn't been raped? How do you know she hasn't been forced to have sex with no protection? How do you know she has used contraception it just hasn't worked? How do you know she isn't ready for a baby?

That woman may have been raped or forced therefore she may decided that it's best for her and her baby to have an abortion. Yes people will say she could've put it up for adoption and in the future that child will want to find her/his real parents and they find the mother, what will she says about the dad? If she gives birth to the child she may get an emotional attachment therefore will not be able to put her child up for adoption even though that child will be a constant reminder of what happened!

The woman might be young and have used contraception but it just hasn't worked, she might not want to devote herself to a child at such an early stage in her life! It may even be any aged woman that contraception hasn't worked and they aren't ready for a child and don't have the ability to support that child and just doesn't want to go through the pain for something she doesn't want!

If the woman just doesn't want a baby and got pregnant by accident she may just want to do it for that reason and yes people will find this selfish however it may be really hard for that woman to have an abortion so people shouldn't judge others life choices!

Lastly, the foetus isn't a baby yet and hasn't developed any human features!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
In my mind the moment you say you don't want the baby is the moment when the child officially doesn't belong to you let the baby grow then have the baby but you don't have have to keep the child but nor do you have any say in what to do with the child because you said you did not want the child I know I might not be making since to any of you but please try to understand this is what I feel.,0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"To people who think abortion should be illegal, why don't you just become surrogates for women who want abortions and keep the child too while you are at it since you believe that all life is precious from the moment a sperm and egg combine, even a fetus with no brain function until 34 weeks. I think this would be a better solution than forcing a 13 year old girl who was raped go through all of mental and physical pain of child birth.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"A lot of women get pregnant at a young age and cannot support their child. This is one reason why abortion should be legal. Although it takes away the fetus' life, their life would have been otherwise horrible. Sometimes having an abortion is the right thing to do when it comes to the life of the child.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
I believe abortion should be legal because everybody makes mistakes. What if a female gets raped at a young age? People judge and i believe females should have a choice if they want to raise a baby when they're still a baby. What if your young child or older female child got raped? What would you say.,1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Everyone should get a chance to choose whether they have a baby or not. What if a woman was raped and ended up pregnant? If abortion was illegal she would have to have that baby and have to live with the constant reminder of what happened to her. It would be like ptsd but she would have no way of being able to heal from it. I think children should be born, or adopted in to, families that actually wanted them and not just having to keep unwanted babies because some people can't handle that you can have abortions.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"Mothers, whether they are in their teens and from a background with poverty or are in their thirties with a strong socioeconomic standing, don't decide to have an abortion simply for the sake of it. That is to say- they typically have a reason for asking for such a procedure to be exercised. Children born into an environment where they're unwanted- whether it be because they cannot be provided for or they are a detriment to their mother or father's future plans- will often not receive proper parenting, and in the case of a large number of people seeking abortions- be born into an adverse environment. Sub-par parenting and harsh conditions lead children to become more likely to become criminals (https://www.Ncjrs.Gov/html/ojjdp/jjjournal_2003_2/page3.Html for those of you who think I'm pulling this out of my rear end).
Furthermore, forced living leaves the child burdened with the ubiquituous sufferings of humanity without the comfort and joy of a mother or father that loves him. This leads to the question of whether all life is sacred, and if having a life at all is ""better"" than not. Now there is no statement of absolute morality which claims that life is sacred save religious scriptures. However, even disregarding the Free Exercise Clause and the separation of church and state, religious scriptures cannot be used as a rational basis for any argument contending that life is sacred, simply for the fact that religion is based on faith. Faith is, by definition, a belief that arises without logical reasoning. Therefore, any person who makes a claim that whatever religion they practice holds all life to be sacred, and as a result of that perceived ""sacredness"" finds abortion to be an abomination is committing the logical fallacy of ""begging the question""- making the unproven assumption that something is true.
Finally, I'd like to redirect this entire contention back to the main idea. ""Is abortion wrong?"" The term ""wrong"" itself implies the implementation of moral philosophy, but there are different ""types"" of morality. However, the form of morality most consistent with reality is consequentialism- where the ends justify the means. The argument from the Pro side (""Pro"" as it applies to debate) is that abortion ends a life. That certainly is bad, but from a moral perspective, that's not always ""wrong"". What would be wrong would be to insist that a woman give birth to a child that she doesn't want in the first place, condemning that child to a future without the exhilaration and comfort of being loved from the very beginning.

(I forgot to mention this as I was typing but a lot of people said adoption was a viable option. Unfortunately, mothers of babies that know that they will be giving their children up for adoption are much more likely to abuse substances during pregnancy. I believe the source for this was ""Freakonomics"", although I don't have the book immediately at hand, although I do recall it was well into the second half of the book)",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"Teen pregnancies are at a worryingly all time high, and that means that the female gave birth. If they were raped, then the child would have some features of the rapist as DNA travels through sperm cells. And I mean, if you are 16 for example, would you want to go through something like pregnancy? That's just screwed up. I don't care about the ""It's a sin of god and murder and you are an attachment to the devil"" or whatever religious bull they say. The simple reason they make abortion into so called murder is that they want the female to have as many children as she can, so she can pass down the religious lies to the next generation, and they can pass it to the next, and so on. And it is HER Vagina, HER choice!",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Yes, abortion is commonly used as a form of contraception. Women use it as a way to get rid of pregnancies that could have been prevented had they chosen other methods of contraception or even not to have sex at all, but that's not the only reason. 
Let's take a look at it this way. Let's say you have a daughter, fourteen, young and beautiful. She has a boyfriend, but they don't do anything because she wants to be safe and she knows she's NOT READY to have a child at that age. Your young daughter is suddenly and unexpectedly raped--by the boyfriend who did not want to wait, someone on the street who saw her and felt he was entitled to doing whatever he wanted to her, or somebody she thought she could trust and evidently could not. However it happened, it happened, and now she has to deal with the consequences. Are you going to tell your fourteen year old daughter that her rape was God's will? Are you going to tell her that it's okay that sex was forced onto her, that she was hurt and violated but the child's life is more important than hers so she's a damn shame and disappointment if she wants to abort it? Are you going to force your CHILD to carry another child inside of her? Any teenager who is pregnant is more than likely exposed to several kinds of bullying and mistreatment for it, because she's seen as a disgusting slut no matter the situation. How is it fair to make a child go through that when the situation is not her fault? How is it fair to put more value in the fetus' life than the life of the female who is already living? Taking the option of abortion away from rape victims, especially teenagers, not only presents them to harsh treatment and scorn from their peers but also takes them away from school and the life they were supposed to be living before the pregnancy. Forcing pregnant females to carry through an unwanted pregnancy takes away from their ability to live their own life, which already exists. Teens drop out of school, are kicked out of homes. Adults can be shamed and scorned in their workplaces for ""getting themselves pregnant."" 
Excuse me? Can a woman get herself pregnant? No, it's not her fault. Why are you placing all the blame on the women? Does anybody pro-life seem to consider the fact that most often men are completely to blame for abortions? Is it a woman's fault when she's been raped? No. Is it a woman's fault when her husband or boyfriend did not want to listen to ""I'm not ready"" or ""I don't want a child"" and chose to do what he wanted? No. Is it a woman's fault when a man she chose to trust impregnated and abandoned her, leaving her to make the decision whether or not to raise a life all on her own? No.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"If a woman weren't allowed to do as she wanted with her body, the child would be born into an unloving environment. Trust me i know what that feels like, and i would never want another child to go through what i had to endure every day. It wouldn't be fair to the mother or the child.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
