,Unnamed: 0,web-scraper-order,web-scraper-start-url,article,title,stance,perspective
577,577,1582734815-1282,https://www.debate.org/opinions/is-abortion-wrong,"To all the people who think this planet is overpopulated and think that killing children will somehow make life better:

 If everyone in this world was standing shoulder-to-shoulder, we would fit into Texas. Only 3% of the usable earth is being used. Populations are going way down. Did you know that abortion is actually very anti-feminist? In places like China and India, ultrasounds are used to check the sex of the baby, and they are aborted if they are female. In a city near Bombay, India they are having a huge population issue-- for every ten men there is only one female because people don't want to keep their female children--they choose to abort them. 

Abortion is murder, pure and simple. Have you ever watched ""The Silent Scream""? i highly recommend it. 

Tearing an infant's limbs off, sucking their brains out, or burning them to death (which is what different kinds of abortion does) is NOT humane. It's evil. It's unthinkable. But 3,000 children die every day.",Abortion is Murder,against,[16]
578,578,1582734815-1365,https://www.debate.org/opinions/is-abortion-wrong,"Every day there are more babies dying because of abortion than the amount of people that were killed on 9/11. Some people say its just a ""cell."" They don't know that once its a living cell its a living baby. Abortion is murder. Killing a unborn child is the same thing as killing one who is already born. It is not the baby's fault. Why blame your child for the mistakes you made.",Killing an unborn child is no different than killing one who's already born.,against,[16]
580,580,1582734815-1497,https://www.debate.org/opinions/is-abortion-wrong,"A girl I knew said that her mother was raped, and that she was conceived from it. She said she was so thankful that her mother decided not to have her aborted. Makes you think, doesn't it? If someone doesn't want to keep a baby that was conceived by rape, they can give the baby up for adoption. I don't think we have the right to take away the potential for life. I do think it's okay in circumstances where the mother might die if the baby is not aborted. Just like I believe killing is only okay in self defense.",We don't have the right to take away the potential for life,against,[16]
581,581,1582734700-953,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion should be illegal,it is a innocent persons life.If women don't want a baby they should either not have sex or use protection.In most cases where women have abortions the father does not get a say,the woman just goes and does it the simple fact is abortion is murder and anyone who has an abortion should be charged with murder",Make abortion illegal,against,"[16, 24]"
582,582,1582734700-1110,https://www.debate.org/opinions/should-abortion-be-illegal,"The act of killing is wrong. Even if the victim is yet to be born. The government has stated that a baby that is still in the womb is alive and is a human being, and when you kill a human being you are a murder.
Abortion should be outlawed in all states and should have never been created in the first place.",It is murder,against,[16]
583,583,1582734647-790,https://www.debate.org/opinions/is-abortion-bad,"I think abortion is pure MURDER! Imagine a woman who cannot carry a baby. Now imagine a woman who was raped or ""accidentally"" got pregnant, she decided to abort the baby. Now, the other woman could have raised that baby to become a successful person. Think about it, plenty of women would LOVE to have a child, but can't. Think about all the doctors, or fire people, or business people that could have been born! Maybe later in life he/she could have found the cure to cancer!
What I'm saying is we humans are supposed to embrace life not crush it. We have the ability to make the world a better safer place. 
From what my mom tells me, being a mother is pure joy! So let's spread it!",Abortion is bad!,against,[16]
584,584,1582734815-1685,https://www.debate.org/opinions/is-abortion-wrong,"The babies that are killed in abortions do not have a choice at life. They call this movement pro-choice when in reality, the choice of life is being stolen from children. The constitution states that Americans have the right to life, liberty, and the pursuit of happiness. How can a person have any of these if they are killed before they see the light of day? Also, there is nothing scientific that says that a baby is not a baby until it is born. An unborn baby grows and needs nutrients. A plant grows and needs nutrients, and yet people are more worried about saving trees now than they are saving children. These unborn babies scream in pain when they are murdered. Please let them live, you would have wanted your mother to do the same.",It kills children.,against,[16]
585,585,1582734700-938,https://www.debate.org/opinions/should-abortion-be-illegal,"Life starts at the moment of conception, a completely unchangeable fact. A babies organs begin forming at 3 weeks and there is a heart beat at eight weeks. No person should have the right to take another's life, just because it cant speak or express itself does not mean anything, its still a Human being! Its not you're choice; if you were the baby, would you like to be the one being killed?",A complete Injustice,against,[16]
586,586,1582734815-1753,https://www.debate.org/opinions/is-abortion-wrong,"A human is a human, no matter how small. 

No matter how many people twist words... For example, ""terminate the pregnancy"" instead of ""kill the baby"", it's still a human. And for some reason we protect endangered elephants (and don't get me wrong, that's important) but we can't protect unborn children? Hm... Seems   really crazy to me.

And when they say it's painless for the baby, they're wrong. It's extremely painful. There are ultrasounds of babies screaming while being pulled apart limb by limb.

If you make a decision to have sex, you should deal with what comes next. I am aware that unfortunately some people get pregnant by rape, but just think about this question...: Do you think it's right to give an innocent person the death penalty? For example, I could just give someone the death penalty even though they are innocent. No, it's not right. So why do you punish the baby when the baby has done nothing wrong?

Visit LiveAction.Org for more information on why abortion is wrong. 

Inhuman.",Inhuman: lacking human qualities of compassion and mercy,against,"[17, 24, 16]"
587,587,1582734815-1310,https://www.debate.org/opinions/is-abortion-wrong,"You may argue that a zygote isn't human yet.
You may argue the emotional damage to rape victims if they keep the child.
You may argue over population.
You are not an aborted fetus now, are you?

Whether the zygote/fetus/baby has any appearance or characteristic of being human is inconsequential in that fact that humanity is formed, and cannot be formed in any other means, save for when a sperm and egg fuse, to form something that is the basis of all human life. All the elements of human bodies (a heart, a brain, the ability to smile) are inside that zygote. A person is conceived into existence at that very moment in time and space. That multiple celled organism is the first form of your mom, your brother, your best friend, your baby you hold in your arms, and you.

When you are raped, this is emotionally scarring. But if all human life begins as the zygote, then the largest test of your morality and selflessness, no matter the fact that you do not deserve any more thoughts of your abuse, would be to put yourself aside, and give this person that is vulnerably living within you a chance. The ultimate test of your selflessness afterwards, is to push from you something so terrible, and find the will to sacrifice nine months of your life to possible give another human 70+ years or so of theirs. Would your family die for you? Would the person you love die for you? Would you die for someone you love? Well carrying a baby is not death women. Life goes on for you, and many years into the future, you can look back and decide whether you thought it right to give someone a family and a future of their own. I know any person with a heart would be happy thinking about that.

 Rape is sick, it's damaging, but does it make it morally right to then kill someone else? And don't try to think of abortion as taking a problem of your hands, because then that innocent human in you is not the problem. Adoption is always a selfless option.

Not including rape victims, overpopulation is caused by humans own conscience being. They choose to sleep with a man. They choose to allow that window of conception be present, whether     by intentional means or accident. Whether you used a little or a lot of protection, you are partaking in an act, no matter how casual it may be, that we were given to procreate. So even if you get pregnant after you take that pill, no means of protection are 100% preventable. Unless you get your tubes tied or ovaries taken out. Should you then take the chance of life away from them? No matter how many times someone complains that having that baby is adding to overpopulation, that is not the child's fault. We are intelligent beings, we should be mature and realize it's obviously of our own doing.","The Building Blocks of All Human & Mammalian Life Begin With A Zygote;
Religious Opinions & Statements Not Included.",against,[24]
588,588,1582734815-1516,https://www.debate.org/opinions/is-abortion-wrong,"@lit.Wakefield     I understand what you are saying but I think the huge problem is that people don't understand what exactly happens in an abortion.   It is easy to say that something is okay if they are ignorant of what is really happening.   Abortion is legal in many states up to 24 weeks which means that glob of cells, as so many on here have called it,   has a fully formed face with eybrows and eyelashes.   The process to abort this ""glob of cells"" , because it is too big to just be vaccumed out, starts with forceps that have to crush the skull, spine, and pelvis in order to get it out.   It also doesn't come out in one piece. 
If the ""glob of cells"" is prematurely born at 24 weeks, with modern day medicine, it has a 75-80% chance of living.   So if the ""glob of cells"" is born at 24 weeks, is it still a glob of cells until the end of that week?   Technically the mom should still be able to decide if the Dr should crush the ""glob of cells""   with his forceps until the end of the 24th week.   
Also when would that ""glob of cells"" technically become a baby? When you said ""Negative feelings associated with harming others and empathy are simply the result of evolution,"" I find that a bit funny because we also have instincts like you said and a brain.   When we feel pain, our instincts naturally say make the pain stop.   Even the little ""glob of cells"" can feel pain starting between 20 and 22 weeks.   Their instincts would say for pain to stop, yet they have no voice like we do, to act upon their instincts.",@lit.Wakefield in response,against,[17]
589,589,1582734815-1363,https://www.debate.org/opinions/is-abortion-wrong,"I always here, it you are against abortion, your against women! Well, as a women I can tell you that no, if anything you are for women is you are against abortion. Actually you are for life and humans in general if you are pro-lifers. People say that the ""thing"" inside women when they are pregnant is not a child. They call the baby a ""thing"" because they know that once they acknowledge that the life inside a women's womb is in fact a baby, their argument is gone. Killing an innocent life is wrong. Period. You can try to spin it in whatever way you want to but the truth is it is wrong. Even worse is that life cannot speak or do anything to defend itself. Women who are confused and scared during their early pregnancy weeks are told by many people, such as the employees at planned parenthood, that its okay to go through with an abortion because it is their ""choice"". They leave out the part of the trauma that a mother experiences after she has gone through with the abortion and realizes that she ""chose"" to murder her own child. The statement, ""Pro choice is prow omen"" is false in . I would like to direct this next point to all people who are debating which side they want to take, pro life or pro choice. If you have children, think to yourself, would you want someone to try to justify killing them? For those who don't have children, look at all the people in your life, if their mother decided to have an abortion would you be the same person without that particular person? Every life is important, don't take it for granted.","repeat after me, that is A B-A-B-Y!!!",against,[16]
590,590,1582734815-1319,https://www.debate.org/opinions/is-abortion-wrong,ABORTION Is wrong for the fact that it is murder to the child when the child is developed it is alive it might not have a beating heart but the baby is still a human at least let that baby live put it up for adoption don't kill it -Jennifer-,My thought of abortion.,against,[16]
591,591,1582734815-1723,https://www.debate.org/opinions/is-abortion-wrong,Okay so someone who has a heartbeat and can feel pain is not a person? What is the point of abortion. Think about it. If a woman is raped are there not adoption agencies for that? You do not need to take a life for your own selfish needs or wants. Or maybe you do not have the money and you think it's what is best. How about you just kill someone who has little money walking down the street while you are at it. The 56% of people that said it is murder are right and they are speaking for the ones who can't.,Yes it is,against,[16]
592,592,1582734700-898,https://www.debate.org/opinions/should-abortion-be-illegal,"Your denying the right to give this child a chance in the world. Your stripping away his opportunity to create something and become a benefit to society. It should be illegal because God did not say lets kill children, he said that every life is valuable and should be treated as such, i.e. Thou Shall Not Kill",Its murder to kill the child,against,[18]
593,593,1582734815-1702,https://www.debate.org/opinions/is-abortion-wrong,"It doesn't matter how the child was conceived or whether they were wanted or not, he or she is still alive and breathing.   A living baby, in the womb, is not trash.   They are not something you can just throw away and not think twice about.   Abortion takes away the rights of that child and doesn't give them the chance to grow.   Even if a child is unwanted by the family or is going to be brought into a bad situation there are still options for a good life.   The programs who specialize in helping children don't get the chance to help if a child is killed in the womb.",Yes theres always another way,against,[16]
594,594,1582734700-1033,https://www.debate.org/opinions/should-abortion-be-illegal,"It's still murder no matter what you're stopping a beating heart its no different then someone shooting another human, so saying that abortion isn't murder should those people who are in prison for killing children an babies be freed?   What about those men an women who took that babies life, the baby never even had a chance to have a childhood! So those babies that you are aborting won't have a chance to have a childhood. Worst case scenario have the baby then put them for adoption if you we're raped instead of aborting the child. Wake up an grow up!!!",It's still murder no matter what!,against,[16]
595,595,1582734700-802,https://www.debate.org/opinions/should-abortion-be-illegal,"1) The 14th amendment
2) No person should have the power to take someone's life
3) Regardless of rape, incest, or just a one night stand that does not make a baby a lesser human being.
4) A baby's organs begin forming at 3 weeks and there is a heart beat at 8 weeks

If you're ""responsible"" enough to have sex except the responsibility",A life is life regardless of conception,against,[24]
596,596,1582734815-1741,https://www.debate.org/opinions/is-abortion-wrong,Any form of mankind should protect man kind and life wherever possible. It is unfair knowing someone killed a innocent baby from your own mistakes. You are practically murdering a baby so you can live your life but you will always have that guilt of knowing you murdered and took away a little person that is half you. Every baby deserves a chance at life and every mother should give their baby that chance and make it as best as they can for them as the possibly can,Killing an innocent baby for your mistake,against,[16]
597,597,1582734700-879,https://www.debate.org/opinions/should-abortion-be-illegal,"Omg that girl got pregnant at 16 years old, what she is going to do she can’t take care of a child. What about her friends, and school, oh no life is ruined. Oh wait but she can get an Abortion and kill the child before it even touches earth’s air. That’s why I think Abortion should be illegal in the United States. NO women should be able to have an Abortion. There are many reasons for why this illegalization should take place all over the United States. 
 Did you know Abortion is considered murder? Well yes, it is a type of murder. Abortion is considered murder because, it is the life of a child in the process of being made, being killed. People might say that the baby is not alive yet but that’s false because, life is created when the sperm hits the egg. Most of the time when Abortions do take place the child’s heart has already started forming so it is already a human being when killed.
 Abortion can cause mental problems for Women. Abortion can affect the woman getting the abortion. It can cause emotional pain or distress for her. Such things like Depression and/or Anxiety. You may even have suicidal thoughts and that might lead to you committing suicide. 
 Another reason Abortion should be illegal is because, fetuses can feel pain. It has been noted/ studied that fetuses can begin to feel pain at 3 weeks of growing inside the mother. The fetus can feel the pain as it is dying. On some monitors, you may be able to see the fetus screaming as if in pain while the Abortion is taking place.
 Though I feel as though Abortions should be illegal, some people feel as though they shouldn’t be illegal but that any one should be able to have an Abortion on their unborn child. People feel as Women should have control over their own bodies. Also it is said that women who are denied abortions are more likely to become unemployed and be on public welfare and be below the poverty line. So there is an opposing side to this argument but I think my side is a better way to go.",Make it illegal,against,"[16, 20, 17]"
598,598,1582734815-1550,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is wrong because it is the attempt to erase a choice that was made. That choice was not made by the child, so why should he or she   have to pay for it? In some cases yes, the mother is not at fault because it was a forced situation; however, that child still deserves a chance. In the event that the mother can't handle that child because she will look at it as a scarred event that occurred in her life, then she should put it up for adoption. You can't prevent what was meant to happen. In the event that conception occurred because two young people couldn't wait until marriage or for other reasons, then both parents better suck it up and accept the consequences.",Pregnancy was not the child's decision,against,"[24, 16]"
600,600,1582734815-1782,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is absolutely terrible. Imagine, if you were a forming fetus who already has a conscious and your mother decided she did not want you anymore. When women have abortions, you're not only killing the growing fetus but the fetus actually feels pain. So, the fetus is now in pain and you now killed an innocent life that has done nothing wrong to you. If you did not want to have a child, don't have unprotected sex, or just don't have sex at all. You shouldn't put an innocent soul in pain for your wrong decisions as a sexually active person. Technically, abortion is murder. You are killing not only a baby, but your baby. Your body took the time to begin to form a creation that can change your life forever. But instead, you kill it. You aren't even giving it a chance. The baby can't even decent itself and it did not even do anything wrong. Your bad decisions just cost you a life of an unborn baby. Abortion should be illegal for putting a life in harm because you can raise a child. Imagine how much pain that baby was in when it was being killed.",Abortion is very wrong,against,[16]
601,601,1582734815-1687,https://www.debate.org/opinions/is-abortion-wrong,"God says ""tho shall not murder"" and abortion is slaughter. Also we say ""... One nation , under god"" when we pledge to our flag but do we really fulfill those word because God say not to murder but we don't anyway even though we say we will live by God. Food for thought.",Are we doing what's right.,against,[18]
603,603,1582734700-1022,https://www.debate.org/opinions/should-abortion-be-illegal,Your child could be the answer to cancer. Your child is a living thing don't let your child die just because of the mistakes you have made. Don't have sex unless you   want a child. Your child has a beating heart and you killed it. Many people kill but only some for the right reason.,Abortions kill babies,against,"[16, 24, 29]"
605,605,1582734815-1698,https://www.debate.org/opinions/is-abortion-wrong,Why should you kill a baby that you made. It's the peoples fault because they really think that   having sex will make them feel good but   killing a baby while   it's still producing that's just   fucking wrong. I really want to say this because i love baby's. I think it's just wrong.,Your just killing innocent   babys,against,[24]
606,606,1582734700-872,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is a choice but at the end of the day people fail to realize that it is in fact murder, i get where people come from on certain extents on where we should have abortions but i feel as if abortions are just like having a miscarriage. There are many more options besides abortion to get rid of a baby like adoption or legal guardianship",Make it illegal,against,[16]
607,607,1582734815-1736,https://www.debate.org/opinions/is-abortion-wrong,"Bible-believers hold God’s Word as their absolute authority. There is absolute morality because there’s an absolute authority. And as a result, we believe that abortion kills a human being because each human being is designed in God’s image (Genesis 1:27) and carefully knit together in the mother’s womb by God (Psalm 139:13–16). The Bible makes no distinction between life that’s been born and life that hasn't been. Therefore, murdering an unborn life is just as heinous as murdering a life that has been born.",You cannot be a Christian and support abortion.,against,[18]
609,609,1582734700-836,https://www.debate.org/opinions/should-abortion-be-illegal,"Anyone who thinks that abortion is a good thing than I have tell you   that you are an idiot. You are ruining no you are killing an unborn child. Children are not   mistakes people make every so often, they are innocent human beings that   did not choose to be conceived by people who think   that since it was unplanned that it shouldn't live at all. How would you feel if your parents thought that you are an mistake   that she wished that you weren't born that she took your life before you could even live or take your first breath.",Abortion is Murder,against,[16]
610,610,1582734815-1321,https://www.debate.org/opinions/is-abortion-wrong,"Only machines such as clocks and cars come into existence part by part. Living beings come into existence all at once and gradually unfold their world of innate potential. Over 54 million unborn children have been killed, more than the entire population of Spain. That's 1 baby every 20 seconds.",Cold Blooded Murder.,against,[16]
611,611,1582734700-944,https://www.debate.org/opinions/should-abortion-be-illegal,"Abortion is just murder. Unborn infants do not have a voice yet, so that means we need to be able to speak for them. They are defenseless so we need to help defend their rights because they are humans and it is going against the 14th amendment, they deserve life, liberty, and the pursuit of happiness just like everyone else in America. They are not the victim, they need our voices to help protect them.",We are their Voice,against,[16]
612,612,1582734700-1223,https://www.debate.org/opinions/should-abortion-be-illegal,"Hi my name is Kathryn and I am in year7. I go to sarah bonnell secondary school. In the bible it says DO NOT KILL and your killing the baby so that is braking the ten commandment. 
Even the law says DO NOT KILL. So my point is abortion should be band.",The Ten commandments,against,[18]
613,613,1582734700-1128,https://www.debate.org/opinions/should-abortion-be-illegal,"This is murder plain and simple, the definition of murder says its 'the unlawful premeditated killing of one human by another'. It's premeditated because the child's parents will choose to kill the baby. It's killing because it ending a life that has not even begun yet. Why do these Socialists believe this is right and 'Lawful' when it's murder. Simple.",Murder plain and simple,against,[16]
614,614,1582734815-1287,https://www.debate.org/opinions/is-abortion-wrong,"Though I am religious, it's best to take religion out of this for the time being. Over 55 million babies have been killed off since the 70s. Tally up the percentage of all the different ethnic backgrounds of those unborn babies - and you get genocide. A huge violation of human rights. What, suddenly women's rights are more important than someone else's rights? I'm all for women rights, considering I'm a girl, but I would never trample over someone else in order to reach my own rights. That's hypocritical. 

Life beings at conception. Look it up. And yet people make up excuses to cover that up. It's murder. The excuse ""a women has every right to do what she wants with her body"" is a completely stupid statement. So what you're telling me is she has the right to go kill someone because it's her body? She can abuse an animal or a child or drink and drive because it's her body? She can have sex with a minor or become a pedophile that touches little kids - all because it's her body. Either way, she has no right to kill the human being that's dependent on her. That baby's body is. Not. Her's. It's dependent on her. It's connected to her. But that baby is not her body. 

 There are so many problems with that statement, it's funny how no one has caught onto that.

This is a huge violation of human rights. It's disgusting. But whatever. Lately, people think killing things off and creating a more ""who gives a crap, we're gonna die anyways"" society, which will eventually create a society full of idiots, is the best way to go.",Abortion is genocide and a violation of human rights.,against,[16]
615,615,1582734815-1322,https://www.debate.org/opinions/is-abortion-wrong,"It is impossible to determine when a foetus' life begins. It could well be a fact that his or her life is accorded gradually, not at once.
The uncertainty in this determination of the time at which life begins means that there is a risk of murdering an innocent life. Even though there may only be a probability of murder, the risk is large enough such that it should not be taken because we know little or close to nothing about the origins of life. We can only speculate about them through reasoning and logic which may never reveal the whole truth to us. As such, from a utilitarian standpoint, abortion is mostly wrong unless circumstances are such that to do otherwise would result in generally worse circumstances for all parties involved.","We are not sure if abortion constitutes taking a life, but the uncertainty already makes abortion wrong.",against,[16]
616,616,1582734815-1792,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is wrong, it's murder. If you think it's okay to take away a child's life just because you're assuming it's the right thing to do. You're utterly stupid. Maybe if you were put in the child's place you'd think otherwise. Every human being deserves to be given a chance at life. You should not take that right of theirs away.","It's murder, it's unfair",against,[16]
617,617,1582734815-1329,https://www.debate.org/opinions/is-abortion-wrong,"Define Human (singular). I suggest: Any discreet genome of the genus Homo. That includes individuals yet to be born but materially present in this world. 
I believe it is a great injustice to abort/terminate/kill/murder/ those that cannot defend themselves; who are in our care to protect.
If 'viability' is the guiding principle, then I assume medical science will improve to the eventual extent that any zygote would be 'viable'. So the current 'right' to abortion is presumably temporary.
If that's the case then 'rights' are not inviolable - oh yeah; it's all about power.
In conclusion: Legalised abortion is unequalitarianism.","Human rights means rights for humanity, not just some; or it means nothing.",against,[16]
618,618,1582734815-1669,https://www.debate.org/opinions/is-abortion-wrong,"When a person is killed it is considered murder. Some people think that abortion is not murder, simply termination. Then why is it that if a pregnant woman is killed, it is considered a double homicide. It is murder. It is also violates civil rights. Abortion is just not right.",Abortion is murder.,against,[16]
619,619,1582734815-1647,https://www.debate.org/opinions/is-abortion-wrong,Abortion is wrong because its not right i think that there should be a law that says no abortion in this state because it is wrong to kill child its the same as killing a person like 28 years old so it does not make sense to abort a baby,Taking kids life away,against,[16]
621,621,1582734700-806,https://www.debate.org/opinions/should-abortion-be-illegal,"Saying a woman has a right to decide what is going on in her body is like saying she can kill the baby when it is born. After all, the baby is in her house so using your logic, she should still be able to kill the baby. A fetus is living and a humans soul is put in the fertilized egg at the moment the sperm and egg meet. That means it is living and therefore it would be murder to abort it. However, if you are raped at ten(see argument on the side) then that is a different story and God would not care if you aborted it because it was one time and you didnt even choose to have sex at your own consent to make the baby.",It is no better than murder,against,[16]
622,622,1582734815-1737,https://www.debate.org/opinions/is-abortion-wrong,"Why should we only care for babies/foetus' (whatever you want to call it) that are wanted.   What happens when a mother who plans to have a child has a miscarriage? Do we say ""oh well it wasn't really a human anyway"". Yep there goes the 'pro-choice' argument that a foetus is not a human. There is an undeniable bond formed between mother and baby in the womb. Just because a woman does not want her child, we throw all the sympathy out the window. It becomes selfishness and all about the woman and what inconveniences she will suffer if she has the child. We live in an era of 'liberation' where women have the right to 'do what they want with their own body'. It's pathetic. Keep your legs closed if you don't want a child. A baby should not be something disposable. It's not just you body, you know share it with someone else after conception. You can't have it both ways. If you have no sympathy for the unborn then don't congratulate your sister when she's pregnant. Don't stand up for the murder of pregnant animals. Abortion is straight out wrong and there is no doubt that it will haunt you for the rest of your life if you go through with one for selfish reasons.",Can't have it both ways,against,[26]
623,623,1582734815-1252,https://www.debate.org/opinions/is-abortion-wrong,"I feel, even being it to supporting the right of abortion, that it is the wrong choice to make regardless. Just because it is an option for you to take, doesn't mean you should take it. I support smarter sex education and overall people must be more rational, we don't need a bunch of irrational people raising impressionable children. I say to the pro-lifers and pro-choice, think of it as taking the test, you have every right to not study for the test, and every right to select the wrong answers, but should you?",Is it wrong? Ain't it wrong?,against,[24]
624,624,1582734700-850,https://www.debate.org/opinions/should-abortion-be-illegal,"Unless your child is Satan's spawn, this is the killing of a child who has done no wrong in this world and deserves a chance at the wonderful illusions that life has to give to us. This baby has not yet gotten to meet the beautiful parents that it would have had. This baby has not gotten to witness the fall colors, the snow falling in the winter, the hot sand in the summer or the drops of rain in the spring. It is deprived all these freedoms we are said to have. This is like a child getting murdered before it even turns a year, or one dying in a car wreck, it no longer gets to witness the wonders of life, because the choice the parents have made. If you are responsible enough to have this child conceived, you are responsible enough to give birth, even if this child is put up for adoption, you are still giving the child a chance to change the world, and make it a better place.",Abortion is the killing of an innocent little child.,against,[24]
626,626,1582734700-1011,https://www.debate.org/opinions/should-abortion-be-illegal,"It should ONLY be allowed in 2 circumstances:
 
1) If the woman was raped/drugged and as a result became pregnant
2) If some kind of extreme medical complication threatened the life of the mother, or both the   mother and the baby.
Although raped women should have access to information and resources for options other than abortion such as adoption, they should still have the choice to abort.
And It's pretty clear why it   should be allowed for medical complications. 

If a woman makes the not responsible choice to have unprotected sex, she should put her big girl pants on and deal with the consequences. Making another innocent human life pay for your irresponsibility is not only selfish but the immature thing to do. Banning abortion excluding the above circumstances, would not only save tax dollars, but the money saved can be used to better educate women (especially young women who otherwise may not have access to information on sex, birth control options etc) and provide them with the right options to prevent unwanted pregnancies. And to those who argue “A women should be able to do whatever she wants with her body etc” You are ABSOLUTELY RIGHT! A woman SHOULD be able to do what she pleases with her own body. Here’s the thing: once a woman becomes pregnant, that human life inside her becomes just that: ANOTHER HUMAN LIFE. Another body. Who are you to decide whether that life should end or continue because of lack of precautions or responsibility? 

And to those who say “what if that baby will grow up in a crappy household because of a crappy financial situation etc etc” How about putting our efforts into improving this country's crappy adoption system and providing better resources for poor/young/ struggling families? I know these things can’t happen overnight, but we have to start somewhere folks. 
Abortion is a selfish, wrong, and unnecessary choice. There are better options. 
We definitely have work to do.",It should ONLY be allowed in 2 circumstances:,against,[24]
627,627,1582734815-1431,https://www.debate.org/opinions/is-abortion-wrong,"First off, I'm not a very religious person, I would consider myself an Agnostic more than anything so this is not an argument like: ""Oh noes, the Bible says itz wrong so itz gots to be wrong!!! OMG!"", this is just common sense really. 

So why are most of the abortion supporters hypocrites you may ask? Because you couldn't possibly imagine that YOU would be murdered in your mother's womb before having a chance to live. It's very easy to make the decision when you aren't the one getting killed, right? Sure, you might say that it's easy to make the decision when you aren't the one that's pregnant, sure that's a reasonable argument, but it is most of the time the person in question's own fault, the person might have been sloppy with protection during intercourse for example. Of course the condom can break and you can get raped and all that, but the majority of the unwanted pregnancies in developed and modern countries can be avoided. Of course I feel for the women who has been raped and now don't know what to do with the baby, but in my opinion they should have the obligation to give birth to the baby, but if they don't want to raise it or can't afford to give birth then I think that the government should be paying for it and then also make sure that the child gets taken care of. 

I rest my case.",The hypocrisy is overwhelming,against,[16]
628,628,1582734815-1355,https://www.debate.org/opinions/is-abortion-wrong,"Abortion is a horrendously selfish decision and typically the woman should've used contraception or kept it in her pants. However, it's her body and nutrients and the fetus even though it is a person has no right to it without her consent, so it should be allowed. It just shouldn't be encouraged and people should be more willing to morally condemn it while at the same time morally condemning the banning of abortion (which are 2 separate things). When we have the technology for equally or less invasive procedures to remove the fetus alive at any point in the pregnancy then abortion should be illegal.",Yes But It Should Stay Legal For Now,against,[24]
629,629,1582734815-1674,https://www.debate.org/opinions/is-abortion-wrong,Abortion is a sin because you are killing a poor innocent child there are so many other choices and if I was the president I would make abortion illegal so that people cant kill poor innocent children for no reason and that is why I think abortion is very bad.,Abortion is a sin,against,[16]
630,630,1582734815-1423,https://www.debate.org/opinions/is-abortion-wrong,"In the case of rape, which is the ""best case"" (and only case) scenario in which one should ever consider abortion, one can argue it will have a negative impact on the victim's mental state. But that doesn't justify why a human should be killed. The unborn child did not do anything towards the woman, and in fact, is completely innocent. Killing a baby, who's innocent, is just the same (even worse) than what the criminal did to that victim. Pro-choice have to be careful the way they talk about this issue, because it's not that black-and-white. If you start to kill a human because it discomforts you in any fashion, where is the line drawn? Well let's see: when you start killing everyone who causes you pain and discomfort. Now, pro-choice may disregard this as speculation and yes, I did exaggerate a little, but historically, we've seen that people would do anything to escape pain and increase pleasure. Increasing pleasure means decreasing things (and people) that don't give pleasure. The point is in the case of rape, spare the innocent one, not become worse than the criminal. Besides, the victims of rape, if they are pregnant from it (which is quite rare) can get surgery to remove the male's sperm.

Now, this is the only scenario where abortion should even be thought of (but not taken out) because it's the most dire. If such a situation is the only case, then FORGET about choice, rights and all that self-centered, pleasure-centric nonsense: it should not even be debated about.",The best case scenario.,against,[16]
631,631,1582734815-1255,https://www.debate.org/opinions/is-abortion-wrong,"To me it is ironic that those who pride themselves on defending the rights of the weak, murder them in the womb when they are the most weak. What kind of hypocrisy is that? Self-congratulating pseudo-humanitarians advocate a deadly force of violence unleashed against infants that makes the Nazi Holocaust look mild by comparison. With this issue , the use of Godwins law is very appropriate . Many who support this atrocity find nothing at all wrong with it , yet loose their freaking mind when a whale or some other worthless creatures are killed . They literally value mindless trees over human life . Its lunacy","Its Okay to kill your unborn children , But God forbid we kill a stupid Whale",against,[16]
633,633,1582734815-1421,https://www.debate.org/opinions/is-abortion-wrong,People just automatically assume that a fetus is not human and is just a glob of cells? Worthless piece of trash these people are. If you are not ready use protection or do not even have sex. Kids these days are selfish and think they can kill another human without lifting a finger. Plus it defies god and his will.,It is a living human and mothers shouldn't have a right to rip a fetus out of a woman's womb. It is murder.,against,"[18, 24]"
634,634,1582734815-1340,https://www.debate.org/opinions/is-abortion-wrong,"Abortion has killed WAY more people then the Holocaust ever did, and yet day after day everybody ignores the fact that as of Jan 18 2013 over 55,772,015 babies have been aborted. Roughly 11 million people were killed in the Holocaust, that right there is a 5:1 ratio. For every person killed in the holocaust, 5 babies were killed. And as far as pro-choice, if you are not in a stable financial situation, or a young girl, you should not be having sex. Yes, i understand though, that rape is a shaky ground. I feel that you should not take the anger out on the baby for what the father did. But on the other hand you can argue that since the deed was a crime, so is the baby. Either way, at what point does a unborn child become a human? I have heard countless arguments where an unborn baby is not human till it is born. But life begins at conception, and killing a human is murder.   
Countless times i have heard the argument that an unborn child, a fetus if you will, is only cells. We are all made of cells, if we did not have cells we would all be dead. I will respect your opinion whether it agrees with mine or not.",Yes abortion is wrong.,against,[16]
